Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns
1872.1,4.97,0.2933,0.425,12.74947603,1872.79166666667,5.525,113.18227091094,6.67934810023718,124.643476815084,9.67856441391341,10.6586474137647,,,,,,1.00320798645569,1.05722898810543,0.10870071962282,0.0855723327022047,0.0231283869206154
1872.11,4.95,0.2967,0.4275,13.13013719,1872.875,5.54333333333333,109.458700179811,6.56088815017172,121.144950590628,9.45325137916552,10.4625184600997,,,,,,1.00322442260753,1.02987168121781,0.108552457836064,0.0897661676855337,0.0187862901505307
1872.12,5.07,0.3,0.43,12.93980661,1872.95833333333,5.56166666666667,113.761294458789,6.7314375419402,126.527749851039,9.64839381011429,10.7311503818436,,,,,,1.00324085740603,1.0483895674211,0.105862474834387,0.0891780202856411,0.0166844545487461
1873.01,5.11,0.3025,0.4325,12.93980661,1873.04166666667,5.58,114.658819464381,6.78753285478971,128.155099690922,9.70448912296379,10.8467868133706,,,,,,1.00534722157875,1.05178724851508,0.10438833573956,0.0891469811249552,0.0152413546146051
1873.02,5.15,0.305,0.435,13.22522149,1873.125,5.57083333333333,113.062510985591,6.69593511662238,126.994567774067,9.5499402482975,10.7267256275183,,,,,,1.00533987202957,1.03459128288355,0.102369554955618,0.0902477189710196,0.012121835984598
1873.03,5.11,0.3075,0.4375,13.22522149,1873.20833333333,5.56166666666667,112.18435556046,6.75081983069306,126.640092645572,9.60482496236818,10.8424736854085,,,,,,1.00533252264955,1.04011586793705,0.105590904832944,0.0910368868526234,0.0145540179803201
1873.04,5.04,0.31,0.44,13.22522149,1873.29166666666,5.5525,110.647583566481,6.80570454476374,125.545519111616,9.65970967643885,10.9603230970458,,,,,,1.00532517343882,1.04566230936099,0.110409163058183,0.0918381333221061,0.0185710297360771
1873.05,5.05,0.3125,0.4425,12.93980661,1873.375,5.54333333333333,113.312531955993,7.01191410618771,129.232286132221,9.9288703743618,11.3238191313877,,,,,,1.00531782439748,1.07441776398846,0.106884735600519,0.0902695189996179,0.0166152166009015
1873.06,4.98,0.315,0.445,12.55922645,1873.45833333333,5.53416666666667,115.12795837836,7.28219013839025,131.994877419344,10.2875384494719,11.7947229822506,,,,,,1.00531047552566,1.11286236983908,0.109286588727363,0.0899955425433214,0.0192910461840414
1873.07,4.97,0.3175,0.4475,12.55922645,1873.54166666666,5.525,114.896777739046,7.33998529821875,132.431105469717,10.3453336093004,11.9241287118106,,,,,,1.00530312682346,1.11877219821753,0.109957881139775,0.0919589237834864,0.0179989573562882
1873.08,4.97,0.32,0.45,12.55922645,1873.625,5.51583333333333,114.896777739046,7.39778045804724,133.141668074518,10.4031287691289,12.0550806103688,,,,,,1.005295778291,1.12470518907124,0.104772841158715,0.0917183137461555,0.0130545274125597
1873.09,4.59,0.3225,0.4525,12.55922645,1873.70833333333,5.50666666666667,106.111913445115,7.45557561787573,123.681778428881,10.4609239289574,12.193029354917,,,,,,1.0052884299284,1.1306613783953,0.115852859028847,0.0925987633302558,0.0232540956985907
1873.1,4.19,0.325,0.455,12.27381157,1873.79166666666,5.4975,99.1171766864595,7.68808649715974,116.275618533977,10.7633210960236,12.6265886474844,,,,,,1.00528108173577,1.16307221612055,0.120249190335659,0.0898512573985164,0.0303979329371422
1873.11,4.04,0.3275,0.4575,11.8932314,1873.875,5.48833333333333,98.6270056092577,7.99513473688909,116.482192125911,11.1687760064939,13.1907432914862,,,,,,1.00527373371322,1.20662904140564,0.123429980342914,0.0873120173712853,0.0361179629716286
1873.12,4.42,0.33,0.46,12.17864628,1873.95833333333,5.47916666666667,105.375003961442,7.86736454915743,125.226135608822,10.9666293715528,13.0325842488819,,,,,,1.00526638586087,1.18456517573235,0.112271081289678,0.0885284553282208,0.023742625961457
1874.01,4.66,0.33,0.46,12.36889587,1874.04166666666,5.47,109.387912568788,7.74635432354077,130.762156331018,10.7979484509962,12.9078523416885,,,,,,1.00710914566031,1.17248745673691,0.104687798141983,0.0899804526465668,0.0147073454954165
1874.02,4.8,0.33,0.46,12.36889587,1874.125,5.43666666666667,112.674244706048,7.74635432354077,135.462298216307,10.7979484509962,12.9818035790628,,,,,,1.00708522973316,1.18082284085175,0.104296740652008,0.0896120503688496,0.0146846902831588
1874.03,4.73,0.33,0.46,12.36889587,1874.20833333333,5.40333333333333,111.031078637418,7.74635432354077,134.26289245085,10.7979484509962,13.0572791812666,,,,,,1.00706132203586,1.18918924195334,0.105426369321761,0.0892456350907074,0.0161807342310532
1874.04,4.6,0.33,0.46,12.17864628,1874.29166666666,5.37,109.666293715528,7.86736454915743,133.405336359407,10.9666293715528,13.3405336359407,,,,,,1.00703742258871,1.21629467277813,0.103902723998503,0.089461596274409,0.0144411277240943
1874.05,4.48,0.33,0.46,12.08348099,1874.375,5.33666666666667,107.646596297579,7.9293251737056,131.752255761424,11.0529987269836,13.5281334040748,,,,,,1.00701353141202,1.23450077810109,0.098946329803004,0.0905633627315954,0.00838296707140862
1874.06,4.46,0.33,0.46,11.79806612,1874.45833333333,5.30333333333333,109.758555921706,8.12114875653876,135.165465556533,11.3203891757813,13.9408327704048,,,,,,1.00698964852618,1.2732330745821,0.0922267271312596,0.087599342363323,0.00462738476793656
1874.07,4.46,0.33,0.46,11.8932314,1874.54166666666,5.27,108.880308172596,8.0561662997661,134.910671659707,11.2298075693709,13.9145535792523,,,,,,1.00696577395162,1.27187337156166,0.0942624000137937,0.0892910819350292,0.0049713180787645
1874.08,4.47,0.33,0.46,11.79806612,1874.625,5.23666666666667,110.00465133857,8.12114875653876,137.142373289003,11.3203891757813,14.113085394394,,,,,,1.00694190770884,1.29106357161932,0.0997511576898424,0.0880595934591231,0.0116915642307194
1874.09,4.54,0.33,0.46,11.79806612,1874.70833333333,5.20333333333333,111.727319256624,8.12114875653876,140.133733780206,11.3203891757813,14.198572145131,,,,,,1.00691804981839,1.30002601577975,0.0956785588115232,0.0888944957666433,0.00678406304487988
1874.1,4.53,0.33,0.46,11.60773554,1874.79166666666,5.17,113.30916744852,8.25431021148161,142.98050904815,11.5060081735804,14.5189920887746,,,,,,1.00689420030087,1.33048349128911,0.091695180263305,0.0879741523028825,0.00372102796042251
1874.11,4.57,0.33,0.46,11.51265124,1874.875,5.13666666666667,115.25378666817,8.32248350120263,146.309501735912,11.601037607737,14.7269957983631,,,,,,1.00687035917692,1.35072048362887,0.0900509027579264,0.0891733104119112,0.000877592346015144
1874.12,4.54,0.33,0.46,11.51265124,1874.95833333333,5.10333333333333,114.49719725897,8.32248350120263,146.229463715269,11.601037607737,14.8162011693885,,,,,,1.00684652646727,1.36000041849903,0.091753960910075,0.0900691107993006,0.00168485011077446
1875.01,4.54,0.3275,0.4517,11.51265124,1875.04166666666,5.07,114.49719725897,8.25943438376928,147.108504636097,11.3917145378583,14.6363241286619,,,,,,1.00734319268884,1.36931169735979,0.0892083982740628,0.0897211292829476,-0.000512731008884826
1875.02,4.53,0.325,0.4433,11.51265124,1875.125,5.03,114.245000789236,8.19638526633592,147.662051689152,11.1798695032822,14.4500193187199,,,,,,1.00731556823594,1.37936681700458,0.091463780582804,0.0881121174728867,0.0033516631099173
1875.03,4.59,0.3225,0.435,11.51265124,1875.20833333333,4.99,115.758179607637,8.13333614890257,150.493870837164,10.9705464334035,14.2624910270515,,,,,,1.00728795844534,1.38945766907677,0.0927561252995353,0.0902541770867005,0.00250194821283478
1875.04,4.65,0.32,0.4267,11.60773554,1875.29166666666,4.95,116.31073479815,8.00417959901247,152.079398825953,10.6730732340582,13.9553289202224,,,,,,1.00726036336053,1.38811934281609,0.0906952748410594,0.0895296229590254,0.00116565188203399
1875.05,4.47,0.3175,0.4183,11.32232066,1875.375,4.91,114.626867492375,8.14184125924588,150.764836868336,10.7267155865907,14.1084857409452,,,,,,1.00723278302511,1.43344358342461,0.0935165790382044,0.0889925868342112,0.00452399220399324
1875.06,4.38,0.315,0.41,11.13207107,1875.45833333333,4.87,114.23849991644,8.21578252823713,151.15452519183,10.6935582113563,14.1491678832535,,,,,,1.00720521748283,1.46848642980393,0.095914444065069,0.0893836040613971,0.00653084000367188
1875.07,4.39,0.3125,0.4017,11.13207107,1875.54166666666,4.83,114.4993184094,8.15057790499715,152.398329075877,10.4770788621995,13.9449678336628,,,,,,1.00717766677758,1.47906719390125,0.0982600602668249,0.0877254448287124,0.0105346154381125
1875.08,4.41,0.31,0.3933,11.22715537,1875.625,4.79,114.046827339845,8.01689715994373,152.685270475734,10.1711150096964,13.617033305693,,,,,,1.00715013095338,1.47706711442419,0.104571793388803,0.0882983621547966,0.0162734312340067
1875.09,4.37,0.3075,0.385,11.13207107,1875.70833333333,4.75,113.97768142348,8.0201686585172,153.487478138429,10.0415119789565,13.5223521929737,,,,,,1.00712261005443,1.50033487707413,0.104408191455892,0.0883254073668409,0.016082784089051
1875.1,4.3,0.305,0.3767,11.13207107,1875.79166666666,4.71,112.151951972761,7.95496403527722,151.921578046819,9.82503262979977,13.3090368488922,,,,,,1.00709510412502,1.51102117735459,0.112271830269034,0.0879767277365813,0.0242951025324529
1875.11,4.37,0.3025,0.3683,11.03690579,1875.875,4.67,114.960449435892,7.95778854790786,156.624287244107,9.68877197419658,13.2001659020606,,,,,,1.00706761320961,1.53486318990603,0.114995037593376,0.0853960787434624,0.0295989588499137
1875.12,4.37,0.3,0.36,10.9417405,1875.95833333333,4.63,115.960312712589,7.9606621999489,158.890332896509,9.55279463993868,13.0893638084081,,,,,,1.00704013735281,1.55915476041404,0.110353208861482,0.081565062593568,0.0287881462679136
1876.01,4.46,0.3,0.3533,10.84657521,1876.04166666666,4.59,119.386873269097,8.03050717056707,164.502409667391,9.45726061120448,13.0310989541456,,,,,,1.00475352529383,1.58390738648618,0.109535182079151,0.0828249702169059,0.0267102118622455
1876.02,4.52,0.3,0.3467,10.84657521,1876.125,4.57833333333333,120.992974703211,8.03050717056707,167.637545277644,9.28058945345201,12.8583931300352,,,,,,1.00474430256816,1.59143653031092,0.109966211808318,0.0825015431114164,0.0274646686969013
1876.03,4.51,0.3,0.34,10.84657521,1876.20833333333,4.56666666666667,120.725291130858,8.03050717056707,168.19386456507,9.10124145997601,12.6798035370563,,,,,,1.00473508021788,1.59898678672874,0.10901821433351,0.0834771509396248,0.0255410633938851
1876.04,4.34,0.3,0.3333,10.75149091,1876.29166666666,4.555,117.202098811057,8.10152756758458,164.225954790903,9.00079712758647,12.6120992469603,,,,,,1.00472585824331,1.62076623566189,0.111928381922991,0.0835172308588838,0.0284111510641074
1876.05,4.18,0.3,0.3267,10.37091074,1876.375,4.54333333333333,117.023676167519,8.39882843307549,164.956662745421,9.14632416361921,12.8926654829974,,,,,,1.00471663664479,1.68818390755481,0.112414102493129,0.0819717346779147,0.0304423678152146
1876.06,4.15,0.3,0.32,10.08541488,1876.45833333333,4.53166666666667,119.472700363517,8.63658074916994,169.423320009142,9.2123527991146,13.0639668440784,,,,,,1.00470741542264,1.74416062436824,0.116236667505724,0.0799998176030119,0.0362368499027117
1876.07,4.1,0.3,0.3133,10.08541488,1876.54166666666,4.52,118.033270238656,8.63658074916994,168.402697599448,9.01946916238314,12.8684305263188,,,,,,1.00469819457718,1.75237111299095,0.117593640955151,0.0783308239463563,0.0392628170087943
1876.08,3.93,0.3,0.3067,10.18058017,1876.625,4.50833333333333,112.081613321257,8.55584834513415,160.928482209487,8.74692895817547,12.5589734080533,,,,,,1.00468897410874,1.74414644601554,0.122517918654125,0.0776951850706702,0.0448227335834552
1876.09,3.69,0.3,0.3,10.27574545,1876.70833333333,4.49666666666667,104.26231899312,8.47661130025365,150.715657955613,8.47661130025365,12.2533055248466,,,,,,1.00467975401765,1.73609615137835,0.133198531753542,0.0783914207057821,0.0548071110477602
1876.1,3.67,0.3,0.2933,10.46599504,1876.79166666666,4.485,101.812216222873,8.32252448688338,148.176476423152,8.13665477334299,11.8420055953435,,,,,,1.00467053430424,1.71251442255624,0.138351540004681,0.0800663118999938,0.0582852281046873
1876.11,3.6,0.3,0.2867,10.56116033,1876.87499999999,4.47333333333333,98.9703751614194,8.24753126345162,145.040770675838,7.88189071077193,11.5508858202119,,,,,,1.00466131496882,1.70500945522802,0.143949054082382,0.0807411445388997,0.0632079095434819
1876.12,3.58,0.3,0.28,10.75149091,1876.95833333333,4.46166666666667,96.678228973176,8.10152756758458,142.671034623433,7.56142572974561,11.1586284063021,,,,,,1.00465209601174,1.68263305091903,0.14180043980962,0.0810443702133368,0.0607560695962834
1877.01,3.55,0.2908,0.2817,10.9417405,1877.04166666666,4.45,94.201169366062,7.71653522581714,139.964522298456,7.47506180575202,11.1064805440775,,,,,,1.00444253316108,1.66106792198699,0.140394291144626,0.0800370700332196,0.0603572211114063
1877.02,3.34,0.2817,0.2833,10.65632562,1877.12499999999,4.44083333333333,91.0025026055839,7.67527095329131,136.16225814938,7.71886496651554,11.5493316568022,,,,,,1.00443520535389,1.71313431398715,0.141751178082801,0.0756382373901012,0.0661129406926995
1877.03,3.17,0.2725,0.285,10.18058017,1877.20833333333,4.43166666666667,90.4067975135841,7.77156224683018,136.239950938255,8.12805592787744,12.2487022136917,,,,,,1.00442787773061,1.801143415069,0.144719270442955,0.0704662460385059,0.0742530244044493
1877.04,2.94,0.2633,0.2867,10.46599504,1877.29166666666,4.4225,81.5607399714571,7.30440232465465,123.826535223147,7.95355923463155,12.075193077713,,,,,,1.00442055029138,1.75978275006458,0.158712903536029,0.0731608306140485,0.0855520729219801
1877.05,2.94,0.2542,0.2883,10.65632562,1877.37499999999,4.41333333333333,80.1039992995259,6.92599885099983,122.491154825191,7.85509625784127,12.0116326313274,,,,,,1.00441322303632,1.73599187442541,0.162335570573794,0.0748289099685031,0.0875066606052912
1877.06,2.73,0.245,0.29,10.08541488,1877.45833333333,4.40416666666667,78.5928848174464,7.05320761182211,121.079217050475,8.3486947241976,12.8618948515157,,,,,,1.00440589596555,1.84235714862551,0.162057076779695,0.0699280558285924,0.0921290209511028
1877.07,2.85,0.2358,0.2917,10.18058017,1877.54166666666,4.395,81.2805592787744,6.72489679927544,126.083172437927,8.31913654091877,12.9047232982959,,,,,,1.00439856907921,1.83317665213832,0.156293308737833,0.0719535476124142,0.0843397611254191
1877.08,3.05,0.2267,0.2933,9.8,1877.62499999999,4.38583333333333,90.3624744897959,6.71645015306122,141.039343642615,8.68961107142857,13.5628981935668,,,,,,1.00439124237742,1.91274403021591,0.139559891893811,0.0663393644506509,0.0732205274431597
1877.09,3.24,0.2175,0.295,9.704834711,1877.70833333333,4.37666666666667,96.9329028276739,6.50706986574663,152.140946505208,8.82568096733451,13.8523392651347,,,,,,1.0043839158603,1.93998202119548,0.13127468006042,0.0663180287047538,0.0649566513556665
1877.1,3.31,0.2083,0.2967,9.704834711,1877.79166666666,4.3675,99.0271322097533,6.2318282898162,156.243038949174,8.87654082375644,14.0052295033897,,,,,,1.00437658952798,1.9484867391469,0.123530343046491,0.0647863194055616,0.0587440236409296
1877.11,3.26,0.1992,0.2983,9.514585124,1877.87499999999,4.35833333333333,99.4814474477132,6.07874365999524,157.759091892836,9.10285759928002,14.4354408317893,,,,,,1.00436926338059,1.99614609256736,0.123692240549149,0.0611707005987732,0.0625215399503758
1877.12,3.25,0.19,0.3,9.514585124,1877.95833333333,4.34916666666667,99.1762896334565,5.79799847087899,158.041380656448,9.15473442770367,14.5884351375183,,,,,,1.00436193741825,2.00486778059192,0.120687409055778,0.0584554306463563,0.0622319784094221
1878.01,3.25,0.1892,0.3008,9.229089256,1878.04166666666,4.34,102.244243589532,5.9521879652737,163.720708663377,9.46309799130195,15.1529812818288,,,,,,1.00442172861027,2.07590269222345,0.116739978924576,0.0537830763528895,0.0629569025716863
1878.02,3.18,0.1883,0.3017,9.134004959,1878.12499999999,4.33,101.083490116813,5.98554125440124,162.660734142169,9.59021665668005,15.4323092738027,,,,,,1.00441376815637,2.10678731321482,0.118544600935931,0.0539131360189384,0.0646314649169928
1878.03,3.24,0.1875,0.3025,8.94367438,1878.20833333333,4.32,105.182474230463,6.08694874018882,170.072950784681,9.82027730083796,15.8787245717179,,,,,,1.00440580794325,2.16111867190481,0.109724635592951,0.0517122841104472,0.0580123514825039
1878.04,3.33,0.1867,0.3033,8.848509091,1878.29166666666,4.31,109.266865192397,6.12616328270889,177.502600869563,9.95214420806431,16.1671287819035,,,,,,1.00439784797107,2.19398527591316,0.107142242253897,0.0518188227144181,0.0553234195394792
1878.05,3.34,0.1858,0.3042,8.563094215,1878.37499999999,4.3,113.247883960132,6.29983737718341,184.822547716523,10.3143731439138,16.8332392261576,,,,,,1.00438988824002,2.27708300125582,0.105903382865702,0.0496173997238851,0.0562859831418168
1878.06,3.41,0.185,0.305,8.372844628,1878.45833333333,4.29,118.248515765961,6.4152420576841,193.856149551258,10.5764801491549,17.3390397692474,,,,,,1.00438192875027,2.33904664817127,0.0989209435079292,0.0485161200255033,0.0504048234824259
1878.07,3.48,0.1842,0.3058,8.467928926,1878.54166666666,4.28,119.320864502967,6.31577679351911,196.476992127388,10.4851495301745,17.2651333886653,,,,,,1.00437396950201,2.322916513007,0.0993836177164569,0.0484727886746092,0.0509108290418476
1878.08,3.45,0.1833,0.3067,8.563094215,1878.62499999999,4.27,116.977604689358,6.21507099697373,193.471342024481,10.3991395241235,17.1993219127271,,,,,,1.00436601049541,2.30714840852493,0.103827602995406,0.0496581283649127,0.0541694746304937
1878.09,3.52,0.1825,0.3075,8.563094215,1878.70833333333,4.26,119.351063335229,6.18794575530663,198.24971031482,10.4262647657906,17.3186891823316,,,,,,1.00435805173065,2.31722144269102,0.104235621329543,0.0496704511052914,0.0545651702242518
1878.1,3.48,0.1817,0.3083,8.467928926,1878.79166666666,4.25,119.320864502967,6.23005778166353,199.06192499825,10.5708685420301,17.6352849071725,,,,,,1.00435009320793,2.35347517901386,0.102277619246036,0.0472842548763062,0.0549933643697302
1878.11,3.47,0.1808,0.3092,8.372844628,1878.87499999999,4.24,120.329134811696,6.26959872448263,201.615639548498,10.7221234823564,17.9652898410362,,,,,,1.0043421349274,2.39055598248844,0.0977228105293926,0.0449043884329985,0.0528184220963941
1878.12,3.45,0.18,0.31,8.18251405,1878.95833333333,4.23,122.418396580694,6.38704677812316,206.008079988221,10.9999138956566,18.5108709554633,,,,,,1.00433417688926,2.45678342827335,0.0936579450651724,0.0425148420798547,0.0511431029853178
1879.01,3.58,0.1817,0.3158,8.277679339,1879.04166666666,4.22,125.57083421953,6.37324597142141,212.206815855896,11.0768909068513,18.7192492869531,,,,,,1.00486633820061,2.43906445254984,0.0967632432451229,0.0473999370532325,0.0493633061918903
1879.02,3.71,0.1833,0.3217,8.372844628,1879.12499999999,4.20333333333333,128.651610994638,6.3562911847216,218.308279309975,11.1555857835512,18.9298580738595,,,,,,1.00485349382128,2.42307658743878,0.096609408759285,0.0496681334625277,0.0469412752967573
1879.03,3.65,0.185,0.3275,8.277679339,1879.20833333333,4.18666666666667,128.026129860694,6.48899562307629,218.16449885096,11.4872760354459,19.5750338010108,,,,,,1.00484065056771,2.46282935695414,0.0961109712476935,0.0495555040870455,0.0465554671606481
1879.04,3.77,0.1867,0.3333,8.18251405,1879.29166666666,4.17,133.773146408468,6.62478685264219,228.898527093245,11.8266816174914,20.2365727003126,,,,,,1.00482780844132,2.50353320968591,0.0910457803507627,0.0481588138339275,0.0428869665168352
1879.05,3.94,0.1883,0.3392,8.18251405,1879.37499999999,4.15333333333333,139.805357254474,6.68156060178106,240.172943271889,12.036034817441,20.676817857316,,,,,,1.00481496744349,2.51561978844875,0.0917891406454241,0.0505671100866896,0.0412220305587345
1879.06,3.96,0.19,0.345,8.087381157,1879.45833333333,4.13666666666667,142.167925275146,6.82118833390852,245.20813650239,12.3858419747286,21.3628300740719,,,,,,1.00480212757562,2.55746645368257,0.0917331852305767,0.0491575524913941,0.0425756327391826
1879.07,4.04,0.1917,0.3508,8.18251405,1879.54166666666,4.12,143.353716575653,6.80220481870117,248.231054680933,12.4476444986978,21.5543202925919,,,,,,1.00478928883912,2.53987090936816,0.0885417107364514,0.0502044585247674,0.038337252211684
1879.08,4.07,0.1933,0.3567,8.18251405,1879.62499999999,4.10333333333333,144.418224372007,6.85897856784004,251.064104238584,12.6569976986474,22.0035788653324,,,,,,1.00477645123539,2.55203508476721,0.0891113868937272,0.0500248689875902,0.039086517906137
1879.09,4.22,0.195,0.3625,8.467928926,1879.70833333333,4.08666666666667,144.693692012218,6.68608292473521,252.511610758455,12.4292567190591,21.6908670379005,,,,,,1.00476361476584,2.47779655165644,0.0901045515576382,0.0521443945279969,0.0379601570296413
1879.1,4.68,0.1967,0.3683,8.94367438,1879.79166666666,4.07,151.930240555113,6.38561502504075,266.06909666487,11.9563905120616,20.9387282695879,,,,,,1.00475077943188,2.35716926101545,0.0828000898350307,0.057732581236855,0.0250675085981757
1879.11,4.93,0.1983,0.3742,9.419419835,1879.87499999999,4.05333333333333,151.962740282719,6.11241610508382,267.018047042354,11.5343727005666,20.2673738748984,,,,,,1.00473794523491,2.24874880459364,0.0817795715430025,0.0630503238603335,0.018729247682669
1879.12,4.92,0.2,0.38,9.704834711,1879.95833333333,4.03666666666667,147.194407997579,5.98351252022679,259.515624935424,11.3686737884309,20.0438897307847,,,,,,1.00472511217634,2.19295520768191,0.0833000772847068,0.0647432862239474,0.0185567910607594
1880.01,5.11,0.205,0.3892,9.990330579,1880.04166666666,4.02,148.509895470197,5.95783337991983,262.710280658779,11.3111646412917,20.0091665816823,,,,,,1.0055306639798,2.14035248912979,0.0862370320447054,0.070297515736478,0.0159395163082274
1880.02,5.2,0.21,0.3983,9.990330579,1880.12499999999,3.99333333333333,151.125529636991,6.10314638918617,268.236964645241,11.5756343181564,20.5459198111922,,,,,,1.00551115315544,2.1521900595455,0.0831355000880811,0.0698624871855942,0.0132730129024869
1880.03,5.3,0.215,0.4075,10.08541488,1880.20833333333,3.96666666666667,152.579593235336,6.18954953690512,271.733323636661,11.7313555176225,20.8927036569697,,,,,,1.00549164701835,2.14364864726301,0.081292342077649,0.0704448230149954,0.0108475190626536
1880.04,5.18,0.22,0.4167,9.704834711,1880.29166666666,3.94,154.972974273874,6.58186377224947,276.972582770817,12.4666483358925,22.2807867259845,,,,,,1.00547214557785,2.23994676331367,0.0818241996053255,0.065909053785044,0.0159151458202815
